uniqueIdentifier,amount,date,bankName
Mandiri679,112631,2024-01-22,Mandiri
BCA680,127950,2024-01-03,BCA
Mandiri681,115156,2024-01-09,Mandiri
BCA682,118017,2024-01-25,BCA
BRI683,128113,2024-01-06,BRI
Mandiri684,105243,2024-01-04,Mandiri
Mandiri685,-111481,2024-01-12,Mandiri
BCA686,-104327,2024-01-01,BCA
BNI687,-106966,2024-01-09,BNI
Mandiri688,-118014,2024-01-10,Mandiri
Mandiri689,-106479,2024-01-10,Mandiri
BCA690,101703,2024-01-18,BCA
BCA691,126831,2024-01-14,BCA
BCA692,128216,2024-01-16,BCA
Mandiri693,-123153,2024-01-24,Mandiri
BCA694,-107878,2024-01-04,BCA
BNI695,102248,2024-01-27,BNI
BRI696,111635,2024-01-10,BRI
BRI697,106132,2024-01-21,BRI
BRI698,104879,2024-01-09,BRI
BCA699,-127853,2024-01-31,BCA
BNI700,111438,2024-01-23,BNI
BRI701,-132481,2024-01-01,BRI
Mandiri702,-130847,2024-01-27,Mandiri
BRI703,132610,2024-01-18,BRI
Mandiri704,-109895,2024-01-05,Mandiri
BCA705,115312,2024-01-07,BCA
BNI706,-116271,2024-01-16,BNI
BNI707,-105636,2024-01-09,BNI
BRI708,130950,2024-01-31,BRI
BNI709,-121481,2024-01-22,BNI
Mandiri710,-118500,2024-01-14,Mandiri
BRI711,106148,2024-01-10,BRI
Mandiri712,117966,2024-01-23,Mandiri
BRI713,114491,2024-01-10,BRI
BCA714,-130199,2024-01-30,BCA
BRI715,-105661,2024-01-29,BRI
Mandiri716,130372,2024-01-30,Mandiri
BCA717,-112825,2024-01-29,BCA
BRI718,128387,2024-01-23,BRI
Mandiri719,120187,2024-01-01,Mandiri
BRI720,108635,2024-01-02,BRI
BRI721,131896,2024-01-27,BRI
BRI722,-129554,2024-01-18,BRI
BRI723,-123467,2024-01-31,BRI
BCA724,-111749,2024-01-24,BCA
BNI725,-113385,2024-01-08,BNI
BRI726,-131046,2024-01-15,BRI
BCA727,-100704,2024-01-31,BCA
BCA728,112794,2024-01-26,BCA
BCA729,-127670,2024-01-09,BCA
BCA730,-130217,2024-01-03,BCA
BCA731,-127051,2024-01-23,BCA
BNI732,-125702,2024-01-25,BNI
BRI733,-102848,2024-01-05,BRI
Mandiri734,-101525,2024-01-11,Mandiri
BCA735,109400,2024-01-21,BCA
BNI736,-109237,2024-01-20,BNI
Mandiri737,-119699,2024-01-10,Mandiri
BNI738,123073,2024-01-20,BNI
BCA739,-124329,2024-01-16,BCA
BNI740,126398,2024-01-08,BNI
BNI741,-100143,2024-01-21,BNI
Mandiri742,-106801,2024-01-03,Mandiri
BNI743,106004,2024-01-02,BNI
Mandiri744,-106961,2024-01-26,Mandiri
BCA745,-125110,2024-01-20,BCA
Mandiri746,-110235,2024-01-08,Mandiri
BNI747,-111804,2024-01-11,BNI
BRI748,117345,2024-01-29,BRI
BRI749,111092,2024-01-18,BRI
BNI750,126968,2024-01-12,BNI
BRI751,116080,2024-01-05,BRI
Mandiri752,125072,2024-01-28,Mandiri
BCA753,-114067,2024-01-18,BCA
Mandiri754,-104401,2024-01-01,Mandiri
BCA755,101062,2024-01-16,BCA
BCA756,-129246,2024-01-10,BCA
BCA757,-121114,2024-01-28,BCA
BCA758,101702,2024-01-15,BCA
BNI759,-116214,2024-01-28,BNI
Mandiri760,-103055,2024-01-28,Mandiri
BCA761,106921,2024-01-12,BCA
BNI762,124125,2024-01-17,BNI
BCA763,-124791,2024-01-27,BCA
BRI764,128224,2024-01-05,BRI
BNI765,100214,2024-01-23,BNI
BCA766,103696,2024-01-31,BCA
BCA767,128091,2024-01-21,BCA
BRI768,101864,2024-01-14,BRI
BRI769,-119813,2024-01-19,BRI
BCA770,-119444,2024-01-23,BCA
Mandiri771,-124010,2024-01-07,Mandiri
Mandiri772,116558,2024-01-16,Mandiri
BRI773,118570,2024-01-16,BRI
Mandiri774,114793,2024-01-10,Mandiri
Mandiri775,-128255,2024-01-26,Mandiri
BRI776,107695,2024-01-13,BRI
BNI777,-122559,2024-01-09,BNI
BRI778,-122788,2024-01-02,BRI
BCA779,109732,2024-01-12,BCA
BNI780,-131020,2024-01-23,BNI
BCA781,113956,2024-01-22,BCA
BCA782,-125694,2024-01-05,BCA
BRI783,-101231,2024-01-29,BRI
BCA784,-126582,2024-01-02,BCA
BNI785,107129,2024-01-01,BNI
Mandiri786,100892,2024-01-03,Mandiri
BNI787,107546,2024-01-08,BNI
BCA788,106042,2024-01-18,BCA
BRI789,130205,2024-01-18,BRI
BRI790,100508,2024-01-14,BRI
BCA791,-104932,2024-01-04,BCA
BCA792,111051,2024-01-21,BCA
Mandiri793,102885,2024-01-27,Mandiri
Mandiri794,-130275,2024-01-09,Mandiri
BRI795,114474,2024-01-22,BRI
BRI796,-126002,2024-01-23,BRI
BCA797,109212,2024-01-27,BCA
BRI798,101031,2024-01-30,BRI
BRI799,-118979,2024-01-29,BRI
BNI800,-112055,2024-01-23,BNI
BCA801,105790,2024-01-05,BCA
BCA802,109886,2024-01-22,BCA
BRI803,100894,2024-01-13,BRI
BCA804,-116365,2024-01-22,BCA
BNI805,121203,2024-01-11,BNI
BCA806,-112035,2024-01-30,BCA
Mandiri807,-101917,2024-01-21,Mandiri
Mandiri808,-131903,2024-01-31,Mandiri
BCA809,118220,2024-01-05,BCA
Mandiri810,-125004,2024-01-09,Mandiri
BRI811,-123055,2024-01-15,BRI
BCA812,120541,2024-01-12,BCA
Mandiri813,-115775,2024-01-31,Mandiri
Mandiri814,-124590,2024-01-07,Mandiri
BNI815,126255,2024-01-26,BNI
BCA816,-104165,2024-01-14,BCA
BRI817,102754,2024-01-23,BRI
BCA818,-118923,2024-01-10,BCA
BNI819,120190,2024-01-28,BNI
BCA820,113906,2024-01-04,BCA
BRI821,111210,2024-01-14,BRI
BRI822,-116993,2024-01-22,BRI
BCA823,132577,2024-01-05,BCA
BNI824,131622,2024-01-07,BNI
BNI825,-112097,2024-01-20,BNI
BCA826,117587,2024-01-13,BCA
BNI827,-117146,2024-01-30,BNI
BCA828,-108631,2024-01-16,BCA
Mandiri829,-101162,2024-01-29,Mandiri
Mandiri830,129908,2024-01-14,Mandiri
BCA831,-121928,2024-01-29,BCA
BNI832,130299,2024-01-08,BNI
BRI833,103605,2024-01-29,BRI
BRI834,-122455,2024-01-26,BRI
BRI835,111615,2024-01-22,BRI
BNI836,-123347,2024-01-05,BNI
BNI837,-104705,2024-01-16,BNI
BRI838,-108025,2024-01-22,BRI
BNI839,131110,2024-01-22,BNI
BNI840,-124762,2024-01-30,BNI
BNI841,126549,2024-01-02,BNI
BRI842,-130346,2024-01-09,BRI
Mandiri843,104724,2024-01-26,Mandiri
BRI844,-115947,2024-01-29,BRI
Mandiri845,130365,2024-01-18,Mandiri
BNI846,-130846,2024-01-21,BNI
BCA847,121960,2024-01-12,BCA
Mandiri848,113332,2024-01-23,Mandiri
BNI849,-128454,2024-01-01,BNI
Mandiri850,-116406,2024-01-26,Mandiri
BCA851,-111146,2024-01-28,BCA
BRI852,108893,2024-01-26,BRI
Mandiri853,-119672,2024-01-04,Mandiri
BCA854,-115085,2024-01-14,BCA
BCA855,112293,2024-01-24,BCA
BRI856,-125814,2024-01-06,BRI
BCA857,101398,2024-01-11,BCA
BCA858,-111300,2024-01-17,BCA
Mandiri859,-115969,2024-01-04,Mandiri
BCA860,-113828,2024-01-23,BCA
BNI861,132376,2024-01-23,BNI
BNI862,102798,2024-01-17,BNI
BCA863,-122531,2024-01-08,BCA
BNI864,-113291,2024-01-16,BNI
BCA865,109539,2024-01-19,BCA
BCA866,110457,2024-01-30,BCA
BCA867,109381,2024-01-07,BCA
Mandiri868,117625,2024-01-07,Mandiri
BRI869,-117965,2024-01-21,BRI
BCA870,119425,2024-01-11,BCA
BCA871,101843,2024-01-05,BCA
Mandiri872,128727,2024-01-13,Mandiri
Mandiri873,132308,2024-01-16,Mandiri
BNI874,-110293,2024-01-27,BNI
BNI875,100875,2024-01-03,BNI
BCA876,-129870,2024-01-25,BCA
BCA877,125464,2024-01-28,BCA
BNI878,126055,2024-01-21,BNI
BCA879,128722,2024-01-07,BCA
BRI880,110267,2024-01-11,BRI
BRI881,116508,2024-01-05,BRI
Mandiri882,107573,2024-01-07,Mandiri
BRI883,112982,2024-01-07,BRI
BRI884,127955,2024-01-23,BRI
BCA885,-132288,2024-01-12,BCA
BRI886,-131416,2024-01-29,BRI
BCA887,132328,2024-01-22,BCA
BRI888,-119189,2024-01-03,BRI
Mandiri889,-106236,2024-01-15,Mandiri
BCA890,127440,2024-01-22,BCA
BCA891,121750,2024-01-05,BCA
Mandiri892,129139,2024-01-30,Mandiri
BNI893,-114781,2024-01-08,BNI
BRI894,-103180,2024-01-09,BRI
BRI895,-117643,2024-01-18,BRI
BCA896,-115007,2024-01-23,BCA
BRI897,122944,2024-01-28,BRI
BCA898,116283,2024-01-14,BCA
BCA899,107814,2024-01-26,BCA
BCA900,-127446,2024-01-19,BCA
Mandiri901,131023,2024-01-29,Mandiri
BRI902,104533,2024-01-17,BRI
BNI903,107995,2024-01-10,BNI
BCA904,119694,2024-01-03,BCA
BRI905,123327,2024-01-31,BRI
Mandiri906,-125415,2024-01-10,Mandiri
BCA907,119756,2024-01-18,BCA
BCA908,-124767,2024-01-19,BCA
BNI909,-121030,2024-01-20,BNI
Mandiri910,131745,2024-01-08,Mandiri
BRI911,-132645,2024-01-01,BRI
BNI912,-115667,2024-01-08,BNI
BRI913,-100573,2024-01-01,BRI
BRI914,130208,2024-01-18,BRI
BCA915,120379,2024-01-14,BCA
BNI916,125101,2024-01-03,BNI
BRI917,112442,2024-01-16,BRI
BRI918,111482,2024-01-10,BRI
BNI919,-128355,2024-01-25,BNI
BNI920,-103515,2024-01-31,BNI
BRI921,-132363,2024-01-14,BRI
BCA922,-107277,2024-01-15,BCA
BNI923,-107410,2024-01-20,BNI
BCA924,124700,2024-01-27,BCA
BCA925,110834,2024-01-02,BCA
BCA926,-123400,2024-01-24,BCA
BCA927,115384,2024-01-20,BCA
BNI928,-122864,2024-01-27,BNI
Mandiri929,-113475,2024-01-06,Mandiri
BRI930,107573,2024-01-01,BRI
BCA931,-115420,2024-01-25,BCA
BNI932,-130883,2024-01-05,BNI
Mandiri933,100607,2024-01-21,Mandiri
BRI934,127115,2024-01-31,BRI
BCA935,123638,2024-01-21,BCA
Mandiri936,-105304,2024-01-16,Mandiri
BNI937,123279,2024-01-25,BNI
BCA938,-128758,2024-01-14,BCA
Mandiri939,-131727,2024-01-06,Mandiri
Mandiri940,111221,2024-01-05,Mandiri
BCA941,123712,2024-01-29,BCA
Mandiri942,-111076,2024-01-14,Mandiri
Mandiri943,131098,2024-01-19,Mandiri
BNI944,116435,2024-01-12,BNI
BCA945,-117377,2024-01-18,BCA
BRI946,-114574,2024-01-09,BRI
BRI947,122896,2024-01-21,BRI
BNI948,102467,2024-01-14,BNI
BCA949,-108509,2024-01-03,BCA
Mandiri950,-106251,2024-01-25,Mandiri
BCA951,112844,2024-01-01,BCA
BCA952,102303,2024-01-25,BCA
Mandiri953,123066,2024-01-15,Mandiri
Mandiri954,113941,2024-01-25,Mandiri
BCA955,106283,2024-01-24,BCA
Mandiri956,-118774,2024-01-12,Mandiri
BNI957,104142,2024-01-25,BNI
BRI958,130200,2024-01-31,BRI
BCA959,102370,2024-01-09,BCA
BNI960,123254,2024-01-20,BNI
BCA961,119397,2024-01-24,BCA
BRI962,-108287,2024-01-30,BRI
BRI963,102813,2024-01-03,BRI
BCA964,-121367,2024-01-01,BCA
Mandiri965,-101204,2024-01-19,Mandiri
BCA966,127037,2024-01-10,BCA
BCA967,101340,2024-01-19,BCA
BNI968,124940,2024-01-28,BNI
Mandiri969,126139,2024-01-03,Mandiri
BCA970,-129692,2024-01-13,BCA
Mandiri971,102029,2024-01-12,Mandiri
BCA972,115177,2024-01-14,BCA
BCA973,-126845,2024-01-09,BCA
BRI974,-132679,2024-01-09,BRI
Mandiri975,132712,2024-01-29,Mandiri
BRI976,131219,2024-01-06,BRI
BCA977,108415,2024-01-16,BCA
BNI978,112793,2024-01-11,BNI
BRI979,104972,2024-01-24,BRI
Mandiri980,-110315,2024-01-15,Mandiri
BRI981,-122787,2024-01-01,BRI
BCA982,108323,2024-01-14,BCA
BRI983,109533,2024-01-14,BRI
Mandiri984,-105273,2024-01-03,Mandiri
BRI985,123009,2024-01-17,BRI
BNI986,-103038,2024-01-05,BNI
Mandiri987,-113819,2024-01-11,Mandiri
BCA988,112217,2024-01-19,BCA
BCA989,130539,2024-01-23,BCA
BRI990,-130261,2024-01-31,BRI
BRI991,109250,2024-01-17,BRI
BNI992,101543,2024-01-13,BNI
BNI993,116510,2024-01-24,BNI
BNI994,-100400,2024-01-28,BNI
BRI995,101027,2024-01-10,BRI
BRI996,107691,2024-01-16,BRI
BRI997,-128455,2024-01-27,BRI
BRI998,116865,2024-01-04,BRI
BCA999,-103238,2024-01-26,BCA
Mandiri1000,-118659,2024-01-07,Mandiri
BCA1001,128956,2024-01-23,BCA
Mandiri1002,-128367,2024-01-31,Mandiri
BNI1003,-121853,2024-01-08,BNI
Mandiri1004,-112402,2024-01-24,Mandiri
BCA1005,110454,2024-01-13,BCA
Mandiri1006,108516,2024-01-23,Mandiri
BCA1007,-124615,2024-01-28,BCA
Mandiri1008,112108,2024-01-29,Mandiri
BNI1009,116560,2024-01-13,BNI
BRI1010,-102231,2024-01-09,BRI
BNI1011,-111465,2024-01-31,BNI
BCA1012,115968,2024-01-04,BCA
BNI1013,111489,2024-01-16,BNI
BCA1014,-117466,2024-01-13,BCA
BNI1015,120653,2024-01-06,BNI
Mandiri1016,101122,2024-01-05,Mandiri
Mandiri1017,-114394,2024-01-17,Mandiri
BCA1018,119266,2024-01-15,BCA
BRI1019,-120345,2024-01-24,BRI
Mandiri1020,121246,2024-01-30,Mandiri
BCA1021,-114239,2024-01-07,BCA
Mandiri1022,104664,2024-01-21,Mandiri
BCA1023,-112398,2024-01-11,BCA
BRI1024,-107614,2024-01-07,BRI
BNI1025,116453,2024-01-06,BNI
BCA1026,-122210,2024-01-03,BCA
Mandiri1027,103206,2024-01-19,Mandiri
Mandiri1028,114006,2024-01-06,Mandiri
BNI1029,-131920,2024-01-26,BNI
BRI1030,116336,2024-01-01,BRI
Mandiri1031,-104426,2024-01-30,Mandiri
BRI1032,123796,2024-01-03,BRI
BCA1033,131850,2024-01-20,BCA
BNI1034,-115720,2024-01-08,BNI
BNI1035,-113431,2024-01-15,BNI
BCA1036,126793,2024-01-18,BCA
BRI1037,-106787,2024-01-16,BRI
BNI1038,121554,2024-01-23,BNI
BNI1039,105199,2024-01-21,BNI
BCA1040,108470,2024-01-20,BCA
BNI1041,122220,2024-01-20,BNI
BRI1042,116578,2024-01-28,BRI
Mandiri1043,116575,2024-01-11,Mandiri
BCA1044,102103,2024-01-17,BCA
BRI1045,-115826,2024-01-07,BRI
BNI1046,-107847,2024-01-21,BNI
BRI1047,-126932,2024-01-16,BRI
BRI1048,110290,2024-01-31,BRI
BRI1049,115259,2024-01-08,BRI
BNI1050,-132567,2024-01-06,BNI
BCA1051,-111069,2024-01-28,BCA
BCA1052,-111901,2024-01-29,BCA
BCA1053,129986,2024-01-04,BCA
BRI1054,-107191,2024-01-31,BRI
Mandiri1055,132224,2024-01-28,Mandiri
Mandiri1056,-124784,2024-01-31,Mandiri
BCA1057,101171,2024-01-27,BCA
BCA1058,-104491,2024-01-03,BCA
Mandiri1059,130140,2024-01-22,Mandiri
BRI1060,-114288,2024-01-23,BRI
BNI1061,-113382,2024-01-09,BNI
Mandiri1062,-119586,2024-01-17,Mandiri
BNI1063,-124034,2024-01-26,BNI
BCA1064,111127,2024-01-29,BCA
BRI1065,105244,2024-01-12,BRI
BRI1066,106240,2024-01-28,BRI
BNI1067,-124947,2024-01-09,BNI
Mandiri1068,132069,2024-01-17,Mandiri
Mandiri1069,-102012,2024-01-01,Mandiri
BRI1070,-130857,2024-01-07,BRI
BRI1071,-116888,2024-01-12,BRI
BRI1072,-103112,2024-01-28,BRI
BCA1073,108874,2024-01-14,BCA
Mandiri1074,114768,2024-01-21,Mandiri
BRI1075,122148,2024-01-10,BRI
BRI1076,-132298,2024-01-03,BRI
BCA1077,130924,2024-01-01,BCA
BNI1078,-126340,2024-01-11,BNI
BRI1079,-120363,2024-01-22,BRI
Mandiri1080,-119423,2024-01-13,Mandiri
BNI1081,-113949,2024-01-09,BNI
BCA1082,-103670,2024-01-04,BCA
BCA1083,131615,2024-01-13,BCA
Mandiri1084,131116,2024-01-13,Mandiri
BRI1085,-108142,2024-01-17,BRI
Mandiri1086,100491,2024-01-28,Mandiri
BRI1087,102095,2024-01-14,BRI
BCA1088,102583,2024-01-06,BCA
Mandiri1089,-121216,2024-01-12,Mandiri
BNI1090,-132645,2024-01-02,BNI
BNI1091,-131966,2024-01-28,BNI
BNI1092,130642,2024-01-06,BNI
BCA1093,-126850,2024-01-13,BCA
BCA1094,-127919,2024-01-05,BCA
Mandiri1095,126917,2024-01-10,Mandiri
BCA1096,115941,2024-01-26,BCA
BRI1097,-120940,2024-01-16,BRI
Mandiri1098,-105197,2024-01-02,Mandiri
Mandiri1099,101161,2024-01-18,Mandiri
BCA1100,-117310,2024-01-19,BCA
BRI1101,101752,2024-01-26,BRI
BCA1102,-102656,2024-01-31,BCA
BNI1103,115067,2024-01-11,BNI
BCA1104,-110586,2024-01-05,BCA
Mandiri1105,-128611,2024-01-28,Mandiri
BNI1106,-112059,2024-01-11,BNI
BNI1107,124914,2024-01-02,BNI
BNI1108,-121649,2024-01-11,BNI
BRI1109,-105832,2024-01-10,BRI
BRI1110,128680,2024-01-13,BRI
Mandiri1111,-104200,2024-01-08,Mandiri
BNI1112,114148,2024-01-25,BNI
Mandiri1113,-101879,2024-01-30,Mandiri
BRI1114,-115159,2024-01-21,BRI
Mandiri1115,-124184,2024-01-13,Mandiri
BCA1116,110118,2024-01-12,BCA
Mandiri1117,129593,2024-01-01,Mandiri
BNI1118,119916,2024-01-05,BNI
Mandiri1119,-130483,2024-01-08,Mandiri
BCA1120,120587,2024-01-04,BCA
BRI1121,-131907,2024-01-11,BRI
BRI1122,119014,2024-01-19,BRI
Mandiri1123,119237,2024-01-06,Mandiri
BCA1124,102227,2024-01-24,BCA
BNI1125,-114716,2024-01-17,BNI
Mandiri1126,117040,2024-01-13,Mandiri
BCA1127,121963,2024-01-11,BCA
BRI1128,106966,2024-01-18,BRI
BRI1129,-122735,2024-01-13,BRI
BRI1130,-108648,2024-01-08,BRI
Mandiri1131,-112786,2024-01-25,Mandiri
Mandiri1132,119725,2024-01-27,Mandiri
BRI1133,-131088,2024-01-01,BRI
BRI1134,108657,2024-01-31,BRI
BCA1135,131918,2024-01-29,BCA
Mandiri1136,-111653,2024-01-18,Mandiri
BCA1137,105519,2024-01-31,BCA
Mandiri1138,114489,2024-01-10,Mandiri
BRI1139,-116480,2024-01-11,BRI
Mandiri1140,-131683,2024-01-04,Mandiri
BRI1141,107358,2024-01-20,BRI
Mandiri1142,110538,2024-01-24,Mandiri
BRI1143,-125733,2024-01-20,BRI
Mandiri1144,111830,2024-01-12,Mandiri
BCA1145,-106307,2024-01-19,BCA
BRI1146,-109330,2024-01-18,BRI
Mandiri1147,124158,2024-01-22,Mandiri
Mandiri1148,-126560,2024-01-03,Mandiri
BNI1149,130843,2024-01-13,BNI
BNI1150,109682,2024-01-21,BNI
Mandiri1151,107748,2024-01-24,Mandiri
Mandiri1152,-126275,2024-01-24,Mandiri
BCA1153,-124406,2024-01-02,BCA
BNI1154,130567,2024-01-23,BNI
BNI1155,130152,2024-01-03,BNI
BNI1156,114636,2024-01-25,BNI
BNI1157,-104363,2024-01-19,BNI
BRI1158,102587,2024-01-22,BRI
BRI1159,129325,2024-01-01,BRI
Mandiri1160,-117440,2024-01-23,Mandiri
BRI1161,123040,2024-01-06,BRI
BNI1162,103433,2024-01-16,BNI
BRI1163,-127108,2024-01-30,BRI
BCA1164,126345,2024-01-21,BCA
BRI1165,103483,2024-01-06,BRI
BNI1166,129426,2024-01-01,BNI
BCA1167,112587,2024-01-17,BCA
BCA1168,118816,2024-01-29,BCA
BCA1169,-130598,2024-01-14,BCA
BNI1170,118883,2024-01-10,BNI
Mandiri1171,116102,2024-01-14,Mandiri
BCA1172,108216,2024-01-13,BCA
Mandiri1173,-123461,2024-01-31,Mandiri
Mandiri1174,-107524,2024-01-13,Mandiri
BNI1175,-112441,2024-01-14,BNI
BRI1176,-128815,2024-01-31,BRI
BRI1177,-124791,2024-01-12,BRI
BRI1178,-117567,2024-01-05,BRI
BCA1179,129035,2024-01-17,BCA
BCA1180,109620,2024-01-30,BCA
BNI1181,-100622,2024-01-27,BNI
BNI1182,119477,2024-01-07,BNI
BCA1183,-132123,2024-01-15,BCA
BRI1184,-131639,2024-01-25,BRI
BRI1185,-125710,2024-01-22,BRI
BCA1186,-126753,2024-01-31,BCA
BCA1187,-132255,2024-01-20,BCA
BCA1188,104980,2024-01-31,BCA
BRI1189,-109865,2024-01-21,BRI
BNI1190,-107368,2024-01-16,BNI
BRI1191,114881,2024-01-15,BRI
BNI1192,114046,2024-01-17,BNI
BRI1193,104565,2024-01-29,BRI
Mandiri1194,132712,2024-01-12,Mandiri
BNI1195,-106297,2024-01-25,BNI
BCA1196,-106795,2024-01-18,BCA
BNI1197,115699,2024-01-05,BNI
Mandiri1198,119933,2024-01-27,Mandiri
BRI1199,111786,2024-01-27,BRI
BRI1200,110788,2024-01-26,BRI
BRI1201,101311,2024-01-29,BRI
BNI1202,112850,2024-01-20,BNI
BNI1203,-105148,2024-01-08,BNI
BRI1204,110729,2024-01-16,BRI
BRI1205,128790,2024-01-21,BRI
BNI1206,-129644,2024-01-09,BNI
BNI1207,101372,2024-01-14,BNI
Mandiri1208,114887,2024-01-10,Mandiri
BNI1209,-125195,2024-01-05,BNI
BRI1210,129270,2024-01-05,BRI
BCA1211,131190,2024-01-28,BCA
Mandiri1212,102138,2024-01-22,Mandiri
BNI1213,112648,2024-01-30,BNI
BNI1214,107853,2024-01-18,BNI
Mandiri1215,-116495,2024-01-02,Mandiri
BNI1216,114880,2024-01-21,BNI
BCA1217,100358,2024-01-13,BCA
BCA1218,-123338,2024-01-11,BCA
BCA1219,-120738,2024-01-20,BCA
BNI1220,124036,2024-01-06,BNI
Mandiri1221,131979,2024-01-07,Mandiri
BRI1222,128593,2024-01-06,BRI
BCA1223,-121313,2024-01-01,BCA
BNI1224,-127973,2024-01-01,BNI
BRI1225,-118631,2024-01-16,BRI
BCA1226,132125,2024-01-27,BCA
BCA1227,105704,2024-01-13,BCA
BRI1228,111594,2024-01-12,BRI
BCA1229,-120109,2024-01-03,BCA
BRI1230,-107848,2024-01-07,BRI
Mandiri1231,129953,2024-01-14,Mandiri
BCA1232,130792,2024-01-16,BCA
Mandiri1233,-114803,2024-01-25,Mandiri
Mandiri1234,107548,2024-01-30,Mandiri
BCA1235,-125402,2024-01-10,BCA
BNI1236,115758,2024-01-27,BNI
BRI1237,117448,2024-01-12,BRI
Mandiri1238,128539,2024-01-05,Mandiri
BNI1239,-108071,2024-01-12,BNI
Mandiri1240,-117109,2024-01-20,Mandiri
BNI1241,-111224,2024-01-24,BNI
BCA1242,124623,2024-01-23,BCA
BRI1243,-117879,2024-01-10,BRI
BRI1244,-129545,2024-01-06,BRI
BCA1245,129026,2024-01-16,BCA
BCA1246,-106066,2024-01-14,BCA
BNI1247,116087,2024-01-04,BNI
BNI1248,118709,2024-01-15,BNI
BCA1249,-114260,2024-01-29,BCA
BRI1250,-126875,2024-01-09,BRI
BNI1251,118442,2024-01-12,BNI
BRI1252,106867,2024-01-14,BRI
BCA1253,125388,2024-01-04,BCA
BNI1254,105101,2024-01-03,BNI
BNI1255,-104260,2024-01-30,BNI
Mandiri1256,123856,2024-01-25,Mandiri
BCA1257,-121326,2024-01-20,BCA
BCA1258,126400,2024-01-10,BCA
BNI1259,-110026,2024-01-23,BNI
BCA1260,108319,2024-01-03,BCA
BNI1261,-121316,2024-01-20,BNI
BCA1262,-128012,2024-01-28,BCA
BNI1263,-113257,2024-01-01,BNI
Mandiri1264,122724,2024-01-31,Mandiri
BCA1265,107449,2024-01-16,BCA
BNI1266,104922,2024-01-17,BNI
BRI1267,115225,2024-01-22,BRI
Mandiri1268,-115197,2024-01-05,Mandiri
BCA1269,-102997,2024-01-04,BCA
Mandiri1270,128554,2024-01-31,Mandiri
BRI1271,126576,2024-01-07,BRI
BCA1272,-115985,2024-01-01,BCA
Mandiri1273,-122422,2024-01-26,Mandiri
Mandiri1274,-107362,2024-01-20,Mandiri
BNI1275,104007,2024-01-29,BNI
BCA1276,101561,2024-01-15,BCA
BNI1277,-131315,2024-01-23,BNI
BNI1278,-119771,2024-01-20,BNI
Mandiri1279,-131853,2024-01-16,Mandiri
BRI1280,-119279,2024-01-04,BRI
Mandiri1281,105329,2024-01-03,Mandiri
BCA1282,101932,2024-01-22,BCA
BNI1283,110318,2024-01-22,BNI
Mandiri1284,102201,2024-01-02,Mandiri
Mandiri1285,129762,2024-01-18,Mandiri
Mandiri1286,113972,2024-01-16,Mandiri
BCA1287,-128930,2024-01-23,BCA
BRI1288,130836,2024-01-10,BRI
Mandiri1289,104577,2024-01-27,Mandiri
Mandiri1290,131049,2024-01-23,Mandiri
BCA1291,131605,2024-01-05,BCA
BNI1292,-112673,2024-01-29,BNI
BNI1293,-110606,2024-01-17,BNI
Mandiri1294,124130,2024-01-17,Mandiri
Mandiri1295,-117435,2024-01-15,Mandiri
BRI1296,-127761,2024-01-31,BRI
BNI1297,-117002,2024-01-04,BNI
Mandiri1298,130468,2024-01-29,Mandiri
BCA1299,106160,2024-01-05,BCA
BCA1300,-116305,2024-01-08,BCA
BNI1301,118451,2024-01-07,BNI
BNI1302,-128431,2024-01-15,BNI
Mandiri1303,-129425,2024-01-28,Mandiri
BRI1304,-123764,2024-01-09,BRI
Mandiri1305,-103101,2024-01-27,Mandiri
BNI1306,-104775,2024-01-31,BNI
BCA1307,132124,2024-01-13,BCA
BNI1308,107107,2024-01-30,BNI
BCA1309,-120532,2024-01-08,BCA
BCA1310,129026,2024-01-23,BCA
BNI1311,-110473,2024-01-04,BNI
BCA1312,-124485,2024-01-05,BCA
Mandiri1313,112853,2024-01-14,Mandiri
BRI1314,102165,2024-01-30,BRI
BRI1315,108965,2024-01-05,BRI
BRI1316,108591,2024-01-16,BRI
BNI1317,-105926,2024-01-03,BNI
BRI1318,108382,2024-01-26,BRI
BCA1319,107955,2024-01-26,BCA
BRI1320,111499,2024-01-21,BRI
BNI1321,128921,2024-01-20,BNI
Mandiri1322,-119599,2024-01-16,Mandiri
Mandiri1323,112131,2024-01-21,Mandiri
BRI1324,-122953,2024-01-10,BRI
BNI1325,131492,2024-01-05,BNI
BNI1326,-112608,2024-01-26,BNI
BRI1327,-111182,2024-01-24,BRI
BNI1328,120519,2024-01-29,BNI
BNI1329,118750,2024-01-19,BNI
BNI1330,102162,2024-01-12,BNI
BRI1331,124630,2024-01-29,BRI
BNI1332,-108927,2024-01-11,BNI
Mandiri1333,117978,2024-01-11,Mandiri
Mandiri1334,-101315,2024-01-15,Mandiri
BRI1335,-100417,2024-01-15,BRI
BCA1336,-118901,2024-01-26,BCA
Mandiri1337,-131716,2024-01-07,Mandiri
BCA1338,-102165,2024-01-14,BCA
BNI1339,108592,2024-01-05,BNI
BRI1340,-119390,2024-01-07,BRI
BCA1341,-117149,2024-01-28,BCA
Mandiri1342,-121054,2024-01-14,Mandiri
BRI1343,108193,2024-01-28,BRI
BRI1344,-108432,2024-01-27,BRI
BRI1345,-113655,2024-01-12,BRI
Mandiri1346,-106478,2024-01-31,Mandiri
